INDEX:10194:<int>,OrderID:10194:<string>,Order:10194:<DateTimeISO>,ShipDateTimeISO:10194:<DateTimeISO>,ShipMode:10194:<string>,CustomerID:10194:<string>,CustomerName:10194:<string>,Segment:10194:<string>,Country/Region:10194:<string>,City:10194:<string>,State/Province:10194:<string>,PostalCode:10194:<int>,Region:10194:<string>,ProductID:10194:<string>,Category:10194:<string>,Sub-Category:10194:<string>,ProductName:10194:<string>,Sales:10194:<string>,Quantity:10194:<string>,Discount:10194:<string>,Profit:10194:<string>
6270,US-2023-118759,14-11-2023,17-11-2023,FirstClass,MB-17305,MariaBertelson,Consumer,UnitedStates,NewYorkCity,NewYork,10009,East,OFF-ST-10001590,OfficeSupplies,Storage,"TenexPersonalProjectFilewithScoopFrontDesign,Black",40.44,3,0,10.5144
6271,US-2023-131065,14-11-2023,16-11-2023,SecondClass,AA-10375,AllenArmold,Consumer,UnitedStates,Atlanta,Georgia,30318,South,TEC-AC-10004145,Technology,Accessories,LogitechdiNovoEdgeKeyboard,499.98,2,0,114.9954
6272,US-2023-121370,14-11-2023,19-11-2023,SecondClass,EB-14110,EugeneBarchas,Consumer,UnitedStates,Philadelphia,Pennsylvania,19134,East,TEC-CO-10004115,Technology,Copiers,SharpAL-1530CSDigitalCopier,1199.976,4,0.4,179.9964
6273,US-2023-144351,14-11-2023,18-11-2023,StandardClass,RC-19960,RyanCrowe,Consumer,UnitedStates,Baltimore,Maryland,21215,East,TEC-PH-10001644,Technology,Phones,"BlueLoungeMiloSmartphoneStand,White/Metallic",89.97,3,0,25.1916
6274,US-2023-166618,14-11-2023,18-11-2023,StandardClass,DP-13000,DarrenPowers,Consumer,UnitedStates,NewYorkCity,NewYork,10035,East,TEC-PH-10003356,Technology,Phones,"SmartStandMobileDeviceHolder,AssortedColors",13.98,2,0,3.9144
6275,US-2023-130820,15-11-2023,15-11-2023,SameDay,ON-18715,OdellaNelson,Corporate,UnitedStates,Burlington,NorthCarolina,27217,South,FUR-TA-10001768,Furniture,Tables,HonRacetrackConferenceTables,630.024,4,0.4,-199.5076
6276,US-2023-146633,15-11-2023,17-11-2023,SecondClass,TG-21310,TobyGnade,Consumer,UnitedStates,LosAngeles,California,90049,West,OFF-BI-10002982,OfficeSupplies,Binders,AverySelf-AdhesivePhotoPocketsforPolaroidPhotos,38.136,7,0.2,13.3476
6277,US-2023-146633,15-11-2023,17-11-2023,SecondClass,TG-21310,TobyGnade,Consumer,UnitedStates,LosAngeles,California,90049,West,OFF-BI-10003527,OfficeSupplies,Binders,FellowesPB500ElectricPunchPlasticCombBindingMachinewithManualBind,1016.792,1,0.2,381.297
6278,US-2023-105963,15-11-2023,22-11-2023,StandardClass,SC-20770,StewartCarmichael,Corporate,UnitedStates,LosAngeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Imation16GBMiniTravelDriveUSB2.0FlashDrive,99.39,3,0,40.7499
6279,US-2023-148740,15-11-2023,19-11-2023,StandardClass,AH-10690,AnnaHberlin,Corporate,UnitedStates,SanDiego,California,92024,West,TEC-PH-10002549,Technology,Phones,PolycomSoundPointIP450VoIPphone,361.376,2,0.2,27.1032
6280,US-2023-124527,16-11-2023,17-11-2023,FirstClass,IM-15055,IoniaMcGrath,Consumer,UnitedStates,Roseville,California,95661,West,OFF-BI-10004967,OfficeSupplies,Binders,RoundRingBinders,8.32,5,0.2,2.808
6281,US-2023-154508,16-11-2023,20-11-2023,StandardClass,RD-19900,RubenDartt,Consumer,UnitedStates,Carlsbad,NewMexico,88220,West,OFF-EN-10001990,OfficeSupplies,Envelopes,Stapleenvelope,28.4,5,0,13.348
6282,US-2023-150658,17-11-2023,22-11-2023,StandardClass,MS-17365,MaribethSchnelling,Consumer,UnitedStates,Carlsbad,NewMexico,88220,West,OFF-BI-10004140,OfficeSupplies,Binders,AveryNon-StickBinders,10.776,3,0.2,3.3675
6283,US-2023-134110,17-11-2023,18-11-2023,FirstClass,BG-11035,BarryGonzalez,Consumer,UnitedStates,TheColony,Texas,75056,Central,OFF-PA-10000697,OfficeSupplies,Paper,"TOPSVoiceMessageLogBook,FlashFormat",15.232,4,0.2,5.5216
6284,US-2023-118500,17-11-2023,18-11-2023,FirstClass,HJ-14875,HeatherJas,HomeOffice,UnitedStates,SanFrancisco,California,94122,West,OFF-SU-10004231,OfficeSupplies,Supplies,AcmeTagitStainlessSteelAntibacterialScissors,49.5,5,0,13.365
6285,US-2023-134110,17-11-2023,18-11-2023,FirstClass,BG-11035,BarryGonzalez,Consumer,UnitedStates,TheColony,Texas,75056,Central,TEC-PH-10002350,Technology,Phones,AppleEarPodswithRemoteandMic,67.176,3,0.2,6.7176
6286,US-2023-115378,18-11-2023,23-11-2023,SecondClass,AJ-10945,AshleyJarboe,Consumer,UnitedStates,Taylor,Michigan,48180,Central,FUR-CH-10000863,Furniture,Chairs,NovimexSwivelFabricTaskChair,301.96,2,0,33.2156
6287,US-2023-119963,18-11-2023,22-11-2023,StandardClass,SN-20710,SteveNguyen,HomeOffice,UnitedStates,Pasadena,Texas,77506,Central,FUR-CH-10003817,Furniture,Chairs,"GlobalValueStenoChair,Gray",255.108,6,0.3,-18.222
6288,US-2023-166226,18-11-2023,22-11-2023,StandardClass,TC-21535,TracyCollins,HomeOffice,UnitedStates,LosAngeles,California,90008,West,OFF-AP-10002867,OfficeSupplies,Appliances,FellowesCommandCenter5-outletpowerstrip,67.84,1,0,18.3168
6289,US-2023-158575,18-11-2023,24-11-2023,StandardClass,SB-20290,SeanBraxton,Corporate,UnitedStates,Kent,Ohio,44240,East,OFF-AP-10002998,OfficeSupplies,Appliances,Holmes99%HEPAAirPurifier,103.968,6,0.2,16.8948
6290,US-2023-119963,18-11-2023,22-11-2023,StandardClass,SN-20710,SteveNguyen,HomeOffice,UnitedStates,Pasadena,Texas,77506,Central,OFF-AR-10003514,OfficeSupplies,Art,4009HighlightersbySanford,6.368,2,0.2,1.0348
6291,US-2023-108630,18-11-2023,18-11-2023,SameDay,BE-11410,BobbyElias,Consumer,UnitedStates,Concord,California,94521,West,OFF-BI-10002437,OfficeSupplies,Binders,RecycledPremiumRegencyCompositionCovers,61.12,5,0.2,22.156
6292,US-2023-119963,18-11-2023,22-11-2023,StandardClass,SN-20710,SteveNguyen,HomeOffice,UnitedStates,Pasadena,Texas,77506,Central,OFF-LA-10003510,OfficeSupplies,Labels,"Avery4027FileFolderLabelsforDotMatrixPrinters,5000LabelsperBox,White",48.848,2,0.2,15.8756
6293,US-2023-119963,18-11-2023,22-11-2023,StandardClass,SN-20710,SteveNguyen,HomeOffice,UnitedStates,Pasadena,Texas,77506,Central,OFF-PA-10001970,OfficeSupplies,Paper,Xerox1881,19.648,2,0.2,6.6312
6294,US-2023-136812,18-11-2023,23-11-2023,StandardClass,AW-10930,ArthurWiediger,HomeOffice,UnitedStates,OklahomaCity,Oklahoma,73120,Central,OFF-ST-10003470,OfficeSupplies,Storage,"TennscoSnap-TogetherOpenShelvingUnits,StarterSetsandAdd-OnUnits",1117.92,4,0,55.896
6295,US-2023-103464,18-11-2023,22-11-2023,StandardClass,PG-18820,PatrickGardner,Consumer,UnitedStates,SanDiego,California,92105,West,TEC-AC-10002842,Technology,Accessories,WDMyPassportUltra2TBPortableExternalHardDrive,595,5,0,95.2
6296,US-2023-138408,18-11-2023,21-11-2023,SecondClass,KC-16255,KarenCarlisle,Corporate,UnitedStates,Huntsville,Alabama,35810,South,TEC-AC-10003870,Technology,Accessories,LogitechZ-906Speakersys-hometheater-5.1-CH,1319.96,4,0,527.984
6297,US-2023-166226,18-11-2023,22-11-2023,StandardClass,TC-21535,TracyCollins,HomeOffice,UnitedStates,LosAngeles,California,90008,West,TEC-PH-10003357,Technology,Phones,GrandstreamGXP2100MainstreamBusinessPhone,61.192,1,0.2,6.1192
6298,US-2023-110156,19-11-2023,24-11-2023,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"GEGeneralPurpose,ExtraLongLife,Showcase&FloodlightIncandescentBulbs",2.328,2,0.6,-0.7566
6299,US-2023-126858,19-11-2023,23-11-2023,StandardClass,JM-15265,JanetMolinari,Corporate,UnitedStates,Seattle,Washington,98115,West,FUR-FU-10000448,Furniture,Furnishings,TenexChairmatsForUseWithCarpetedFloors,31.96,2,0,1.598
6300,US-2023-130778,19-11-2023,25-11-2023,StandardClass,ND-18370,NatalieDeCherney,Consumer,UnitedStates,LongBeach,NewYork,11561,East,OFF-AP-10000595,OfficeSupplies,Appliances,DisposableTriple-FilterDustBags,8.74,2,0,2.2724
6301,US-2023-111143,19-11-2023,22-11-2023,FirstClass,TT-21265,TimTaslimi,Corporate,UnitedStates,Indianapolis,Indiana,46203,Central,OFF-AP-10001947,OfficeSupplies,Appliances,Acco6OutletGuardianPremiumPlusSurgeSuppressor,54.96,3,0,15.9384
6302,US-2023-157364,19-11-2023,21-11-2023,FirstClass,LT-17110,LizThompson,Consumer,UnitedStates,Jacksonville,NorthCarolina,28540,South,OFF-AR-10003752,OfficeSupplies,Art,DeluxeChalkboardEraserCleaner,18.48,2,0.2,6.006
6303,US-2023-113138,19-11-2023,25-11-2023,StandardClass,NP-18685,NoraPelletier,HomeOffice,UnitedStates,NiagaraFalls,NewYork,14304,East,OFF-AR-10003770,OfficeSupplies,Art,Newell340,17.28,6,0,5.0112
6304,US-2023-113138,19-11-2023,25-11-2023,StandardClass,NP-18685,NoraPelletier,HomeOffice,UnitedStates,NiagaraFalls,NewYork,14304,East,OFF-BI-10000320,OfficeSupplies,Binders,GBCPlasticBindingCombs,17.712,3,0.2,6.4206
6305,US-2023-110156,19-11-2023,24-11-2023,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Houston,Texas,77041,Central,OFF-BI-10002609,OfficeSupplies,Binders,AveryHiddenTabDividersforBindingSystems,1.192,2,0.8,-2.0264
6306,US-2023-164511,19-11-2023,24-11-2023,StandardClass,DJ-13630,DougJacobs,Consumer,UnitedStates,NewYorkCity,NewYork,10024,East,OFF-BI-10003305,OfficeSupplies,Binders,AveryHangingFileBinders,14.352,3,0.2,4.6644
6307,US-2023-110156,19-11-2023,24-11-2023,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Houston,Texas,77041,Central,OFF-BI-10003676,OfficeSupplies,Binders,"GBCStandardRecycledReportCovers,ClearPlasticSheets",10.78,5,0.8,-17.248
6308,US-2023-110156,19-11-2023,24-11-2023,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Houston,Texas,77041,Central,OFF-EN-10003798,OfficeSupplies,Envelopes,"RecycledInterofficeEnvelopeswithRe-Use-A-SealClosure,10x13",40.968,3,0.2,13.8267
6309,US-2023-110156,19-11-2023,24-11-2023,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Houston,Texas,77041,Central,OFF-FA-10003495,OfficeSupplies,Fasteners,Staples,58.368,12,0.2,21.888
6310,US-2023-130778,19-11-2023,25-11-2023,StandardClass,ND-18370,NatalieDeCherney,Consumer,UnitedStates,LongBeach,NewYork,11561,East,OFF-PA-10001509,OfficeSupplies,Paper,"RecycledDeskSaverLine""WhileYouWereOut""Book,51/2""X4""",44.75,5,0,20.585
6311,US-2023-110156,19-11-2023,24-11-2023,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Houston,Texas,77041,Central,OFF-PA-10004735,OfficeSupplies,Paper,Xerox1905,10.368,2,0.2,3.6288
6312,US-2023-110156,19-11-2023,24-11-2023,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Houston,Texas,77041,Central,OFF-ST-10000642,OfficeSupplies,Storage,"TennscoLockers,Gray",100.704,6,0.2,-16.3644
6313,US-2023-164511,19-11-2023,24-11-2023,StandardClass,DJ-13630,DougJacobs,Consumer,UnitedStates,NewYorkCity,NewYork,10024,East,OFF-ST-10002583,OfficeSupplies,Storage,FellowesNeatIdeasStorageCubes,64.96,2,0,2.5984
6314,US-2023-164511,19-11-2023,24-11-2023,StandardClass,DJ-13630,DougJacobs,Consumer,UnitedStates,NewYorkCity,NewYork,10024,East,OFF-ST-10004507,OfficeSupplies,Storage,AdvantusRollingStorageBox,68.6,4,0,18.522
6315,US-2023-110156,19-11-2023,24-11-2023,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Houston,Texas,77041,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELDbyZAGGSmudge-FreeScreenProtector,71.96,5,0.2,25.186
6316,US-2023-113845,20-11-2023,25-11-2023,StandardClass,FA-14230,FrankAtkinson,Corporate,UnitedStates,Orlando,Florida,32839,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan2-DoorBarristerBookcaseinOdessaPine,289.568,2,0.2,10.8588
6317,US-2023-110772,20-11-2023,24-11-2023,SecondClass,NZ-18565,NickZandusky,HomeOffice,UnitedStates,Columbus,Ohio,43229,East,FUR-BO-10004709,Furniture,Bookcases,"BushWestfieldCollectionBookcases,MediumCherryFinish",86.97,3,0.5,-48.7032
6318,US-2023-127971,20-11-2023,27-11-2023,StandardClass,DW-13195,DavidWiener,Corporate,UnitedStates,Houston,Texas,77095,Central,FUR-CH-10003774,Furniture,Chairs,"GlobalWoodTrimmedManager'sTaskChair,Khaki",318.43,5,0.3,-77.333
6319,US-2023-127971,20-11-2023,27-11-2023,StandardClass,DW-13195,DavidWiener,Corporate,UnitedStates,Houston,Texas,77095,Central,FUR-FU-10000023,Furniture,Furnishings,EldonWaveDeskAccessories,7.068,3,0.6,-2.8272
6320,US-2023-145492,20-11-2023,27-11-2023,StandardClass,MC-17605,MattConnell,Corporate,UnitedStates,LosAngeles,California,90004,West,OFF-AP-10003622,OfficeSupplies,Appliances,"BravoIIMegaboss12-AmpHardBodyUpright,ReplacementBelts,2BeltsperPack",39,12,0,11.31
6321,US-2023-100041,20-11-2023,25-11-2023,StandardClass,BF-10975,BarbaraFisher,Corporate,UnitedStates,Columbus,Indiana,47201,Central,OFF-BI-10000343,OfficeSupplies,Binders,"PressboardCoverswithStorageHooks,91/2""x11"",LightBlue",4.91,1,0,2.3077
6322,US-2023-109820,20-11-2023,22-11-2023,FirstClass,AG-10390,AllenGoldenen,Consumer,UnitedStates,Cincinnati,Ohio,45231,East,OFF-BI-10000474,OfficeSupplies,Binders,AveryRecycledFlexi-ViewCoversforBindingSystems,14.427,3,0.7,-10.5798
6323,US-2023-121356,20-11-2023,24-11-2023,StandardClass,SJ-20500,ShirleyJackson,Consumer,UnitedStates,Newark,Delaware,19711,East,OFF-BI-10002133,OfficeSupplies,Binders,"WilsonJonesEllipticalRing31/2""CapacityBinders,800sheets",128.4,3,0,62.916
6324,US-2023-109820,20-11-2023,22-11-2023,FirstClass,AG-10390,AllenGoldenen,Consumer,UnitedStates,Cincinnati,Ohio,45231,East,OFF-BI-10003460,OfficeSupplies,Binders,Acco3-HolePunch,2.628,2,0.7,-1.9272
6325,US-2023-110772,20-11-2023,24-11-2023,SecondClass,NZ-18565,NickZandusky,HomeOffice,UnitedStates,Columbus,Ohio,43229,East,OFF-FA-10002983,OfficeSupplies,Fasteners,AdvantusSlideClipPaperClips,19.096,7,0.2,6.6836
6326,US-2023-114104,20-11-2023,24-11-2023,StandardClass,NP-18670,NoraPaige,Consumer,UnitedStates,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,OfficeSupplies,Labels,Avery519,14.62,2,0,6.8714
6327,US-2023-110772,20-11-2023,24-11-2023,SecondClass,NZ-18565,NickZandusky,HomeOffice,UnitedStates,Columbus,Ohio,43229,East,OFF-LA-10004689,OfficeSupplies,Labels,Avery512,18.496,8,0.2,6.2424
6328,US-2023-100041,20-11-2023,25-11-2023,StandardClass,BF-10975,BarbaraFisher,Corporate,UnitedStates,Columbus,Indiana,47201,Central,OFF-PA-10000418,OfficeSupplies,Paper,Xerox189,314.55,3,0,150.984
6329,US-2023-109820,20-11-2023,22-11-2023,FirstClass,AG-10390,AllenGoldenen,Consumer,UnitedStates,Cincinnati,Ohio,45231,East,OFF-PA-10000955,OfficeSupplies,Paper,Southworth25%CottonGranitePaper&Envelopes,15.696,3,0.2,5.1012
6330,US-2023-100041,20-11-2023,25-11-2023,StandardClass,BF-10975,BarbaraFisher,Corporate,UnitedStates,Columbus,Indiana,47201,Central,OFF-PA-10001622,OfficeSupplies,Paper,"AmpadPolyCoverWireboundStenoBook,6""x9""AssortedColors,GreggRuled",9.08,2,0,4.086
6331,US-2023-113845,20-11-2023,25-11-2023,StandardClass,FA-14230,FrankAtkinson,Corporate,UnitedStates,Orlando,Florida,32839,South,OFF-ST-10003327,OfficeSupplies,Storage,Akro-Mils12-GallonTote,39.72,5,0.2,4.4685
6332,US-2023-110772,20-11-2023,24-11-2023,SecondClass,NZ-18565,NickZandusky,HomeOffice,UnitedStates,Columbus,Ohio,43229,East,TEC-AC-10002001,Technology,Accessories,LogitechWirelessGamingHeadsetG930,255.984,2,0.2,54.3966
6333,US-2023-142615,20-11-2023,24-11-2023,StandardClass,BM-11575,BrendanMurry,Corporate,UnitedStates,Montebello,California,90640,West,TEC-AC-10004803,Technology,Accessories,SonyMicroVaultClick4GBUSB2.0FlashDrive,27.88,2,0,3.9032
6334,US-2023-127971,20-11-2023,27-11-2023,StandardClass,DW-13195,DavidWiener,Corporate,UnitedStates,Houston,Texas,77095,Central,TEC-PH-10003095,Technology,Phones,SamsungHM1900BluetoothHeadset,122.92,7,0.2,46.095
6335,US-2023-113845,20-11-2023,25-11-2023,StandardClass,FA-14230,FrankAtkinson,Corporate,UnitedStates,Orlando,Florida,32839,South,TEC-PH-10003357,Technology,Phones,GrandstreamGXP2100MainstreamBusinessPhone,244.768,4,0.2,24.4768
6336,US-2023-114104,20-11-2023,24-11-2023,StandardClass,NP-18670,NoraPaige,Consumer,UnitedStates,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,Technology,Phones,Avaya5420Digitalphone,944.93,7,0,236.2325
6337,US-2023-107790,20-11-2023,24-11-2023,StandardClass,EH-13990,EricaHackney,Consumer,UnitedStates,Houston,Texas,77041,Central,TEC-PH-10004539,Technology,Phones,WirelessExtenderszBoostYX545SOHOSignalBooster,151.192,1,0.2,13.2293
6338,US-2023-113425,21-11-2023,21-11-2023,SameDay,JK-16120,JulieKriz,HomeOffice,UnitedStates,NewYorkCity,NewYork,10009,East,FUR-BO-10002598,Furniture,Bookcases,"HonMetalBookcases,Putty",113.568,2,0.2,12.7764
6339,US-2023-140018,21-11-2023,26-11-2023,StandardClass,CK-12205,ChlorisKastensmidt,Consumer,UnitedStates,Columbus,Ohio,43229,East,FUR-CH-10003817,Furniture,Chairs,"GlobalValueStenoChair,Gray",127.554,3,0.3,-9.111
6340,US-2023-114293,21-11-2023,26-11-2023,StandardClass,JH-16180,JustinHirsh,Consumer,UnitedStates,Gresham,Oregon,97030,West,FUR-CH-10003833,Furniture,Chairs,NovimexFabricTaskChair,195.136,4,0.2,-12.196
6341,US-2023-140018,21-11-2023,26-11-2023,StandardClass,CK-12205,ChlorisKastensmidt,Consumer,UnitedStates,Columbus,Ohio,43229,East,FUR-FU-10001876,Furniture,Furnishings,"ComputerRoomManger,14""",77.952,3,0.2,15.5904
6342,US-2023-114895,21-11-2023,28-11-2023,StandardClass,MV-18190,MikeVittorini,Consumer,UnitedStates,NewYorkCity,NewYork,10035,East,OFF-PA-10000232,OfficeSupplies,Paper,Xerox1975,12.96,2,0,6.3504
6343,US-2023-146157,21-11-2023,26-11-2023,StandardClass,RD-19720,RogerDemir,Consumer,UnitedStates,Chicago,Illinois,60610,Central,OFF-PA-10001790,OfficeSupplies,Paper,Xerox1910,38.432,1,0.2,13.4512
6344,US-2023-114482,21-11-2023,25-11-2023,SecondClass,DM-13345,DeniseMonton,Corporate,UnitedStates,DesMoines,Iowa,50315,Central,OFF-PA-10003845,OfficeSupplies,Paper,Xerox1987,40.46,7,0,19.8254
6345,US-2023-152646,21-11-2023,26-11-2023,StandardClass,TH-21235,TiffanyHouse,Corporate,UnitedStates,LosAngeles,California,90049,West,OFF-PA-10004451,OfficeSupplies,Paper,Xerox222,32.4,5,0,15.552
6346,US-2023-146157,21-11-2023,26-11-2023,StandardClass,RD-19720,RogerDemir,Consumer,UnitedStates,Chicago,Illinois,60610,Central,OFF-ST-10001590,OfficeSupplies,Storage,"TenexPersonalProjectFilewithScoopFrontDesign,Black",21.568,2,0.2,1.6176
6347,US-2023-146157,21-11-2023,26-11-2023,StandardClass,RD-19720,RogerDemir,Consumer,UnitedStates,Chicago,Illinois,60610,Central,TEC-AC-10003657,Technology,Accessories,Lenovo17-KeyUSBNumericKeypad,81.576,3,0.2,2.0394
6348,US-2023-140018,21-11-2023,26-11-2023,StandardClass,CK-12205,ChlorisKastensmidt,Consumer,UnitedStates,Columbus,Ohio,43229,East,TEC-MA-10000752,Technology,Machines,TexasInstrumentTI-15FractionCalculator,30.345,7,0.7,-24.276
6349,US-2023-114482,21-11-2023,25-11-2023,SecondClass,DM-13345,DeniseMonton,Corporate,UnitedStates,DesMoines,Iowa,50315,Central,TEC-PH-10001580,Technology,Phones,LogitechMobileSpeakerphoneP710e-speakerphone,404.94,3,0,109.3338
6350,US-2023-154711,22-11-2023,26-11-2023,StandardClass,TB-21355,ToddBoyes,Corporate,UnitedStates,NewYorkCity,NewYork,10009,East,FUR-FU-10000397,Furniture,Furnishings,LuxoEconomySwingArmLamp,39.88,2,0,11.1664
6351,US-2023-154711,22-11-2023,26-11-2023,StandardClass,TB-21355,ToddBoyes,Corporate,UnitedStates,NewYorkCity,NewYork,10009,East,OFF-AR-10001860,OfficeSupplies,Art,BICLiquaBriteLiner,20.82,3,0,7.4952
6352,US-2023-132577,22-11-2023,27-11-2023,StandardClass,JE-15475,JeremyEllison,Consumer,UnitedStates,Houston,Texas,77095,Central,OFF-AR-10003481,OfficeSupplies,Art,Newell348,23.616,9,0.2,2.6568
6353,US-2023-154711,22-11-2023,26-11-2023,StandardClass,TB-21355,ToddBoyes,Corporate,UnitedStates,NewYorkCity,NewYork,10009,East,OFF-BI-10000605,OfficeSupplies,Binders,"AccoPressboardCoverswithStorageHooks,91/2""x11"",ExecutiveRed",12.192,4,0.2,4.1148
6354,US-2023-164945,22-11-2023,27-11-2023,StandardClass,CA-12055,CathyArmstrong,HomeOffice,UnitedStates,NewYorkCity,NewYork,10009,East,OFF-BI-10001524,OfficeSupplies,Binders,GBCPremiumTransparentCoverswithDiagonalLinedPattern,134.272,8,0.2,46.9952
6355,US-2023-131576,22-11-2023,26-11-2023,StandardClass,RD-19585,RobDowd,Consumer,UnitedStates,Detroit,Michigan,48205,Central,OFF-BI-10002852,OfficeSupplies,Binders,IbicoStandardTransparentCovers,49.44,3,0,24.2256
6356,US-2023-132577,22-11-2023,27-11-2023,StandardClass,JE-15475,JeremyEllison,Consumer,UnitedStates,Houston,Texas,77095,Central,OFF-BI-10003196,OfficeSupplies,Binders,AccohidePolyFlexibleRingBinders,4.488,6,0.8,-6.732
6357,US-2023-132577,22-11-2023,27-11-2023,StandardClass,JE-15475,JeremyEllison,Consumer,UnitedStates,Houston,Texas,77095,Central,OFF-BI-10004040,OfficeSupplies,Binders,WilsonJonesImpactBinders,6.216,6,0.8,-9.6348
6358,US-2023-132577,22-11-2023,27-11-2023,StandardClass,JE-15475,JeremyEllison,Consumer,UnitedStates,Houston,Texas,77095,Central,OFF-LA-10000262,OfficeSupplies,Labels,Avery494,2.088,1,0.2,0.6786
6359,US-2023-132577,22-11-2023,27-11-2023,StandardClass,JE-15475,JeremyEllison,Consumer,UnitedStates,Houston,Texas,77095,Central,TEC-AC-10000387,Technology,Accessories,KeyTronicKT800P2-Keyboard-Black,24.032,2,0.2,-0.6008
6360,US-2023-160129,23-11-2023,23-11-2023,SameDay,LS-17200,LukeSchmidt,Corporate,UnitedStates,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002088,Furniture,Furnishings,Nu-DellFloatFrame11x141/2,14.368,2,0.2,3.9512
6361,US-2023-160129,23-11-2023,23-11-2023,SameDay,LS-17200,LukeSchmidt,Corporate,UnitedStates,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003976,Furniture,Furnishings,"DAXExecutiveSolidWoodDocumentFrame,DesktoporHang,Mahogany,5x7",70.448,7,0.2,12.3284
6362,US-2023-160129,23-11-2023,23-11-2023,SameDay,LS-17200,LukeSchmidt,Corporate,UnitedStates,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002763,OfficeSupplies,Fasteners,AdvantusMapPennantFlagsandRoundHeadTacks,15.8,5,0.2,2.37
6363,US-2023-123533,24-11-2023,30-11-2023,StandardClass,SC-20050,SampleCompanyA,HomeOffice,UnitedStates,Hialeah,Florida,33012,South,FUR-BO-10001619,Furniture,Bookcases,O'SullivanCherrywoodEstatesTraditionalBookcase,339.92,5,0.2,8.498
6364,US-2023-163881,24-11-2023,30-11-2023,StandardClass,SP-20860,SungPak,Corporate,UnitedStates,LosAngeles,California,90036,West,FUR-CH-10001394,Furniture,Chairs,GlobalLeatherExecutiveChair,1684.752,6,0.2,210.594
6365,US-2023-100468,24-11-2023,01-12-2023,StandardClass,AT-10435,AlyssaTate,HomeOffice,UnitedStates,LosAngeles,California,90045,West,FUR-FU-10000010,Furniture,Furnishings,"DAXValueU-ChannelDocumentFrames,EaselBack",9.94,2,0,3.0814
6366,US-2023-123806,24-11-2023,27-11-2023,SecondClass,LA-16780,LauraArmstrong,Corporate,UnitedStates,Baltimore,Maryland,21215,East,FUR-FU-10000965,Furniture,Furnishings,"HowardMiller11-1/2""DiameterRidgewoodWallClock",207.76,4,0,85.1816
6367,US-2023-113726,24-11-2023,01-12-2023,StandardClass,SC-20680,SteveCarroll,HomeOffice,UnitedStates,Seattle,Washington,98105,West,FUR-FU-10003535,Furniture,Furnishings,HowardMillerDistantTimeTravelerAlarmClock,82.26,3,0,33.7266
6368,US-2023-123533,24-11-2023,30-11-2023,StandardClass,SC-20050,SampleCompanyA,HomeOffice,UnitedStates,Hialeah,Florida,33012,South,OFF-AP-10002765,OfficeSupplies,Appliances,FellowesAdvancedComputerSeriesSurgeProtectors,42.384,2,0.2,4.2384
6369,US-2023-128531,24-11-2023,26-11-2023,SecondClass,NS-18505,NeolaSchneider,Consumer,UnitedStates,Dallas,Texas,75217,Central,OFF-AR-10003405,OfficeSupplies,Art,"DixonMyFirstTiconderogaPencil,#2",14.04,3,0.2,1.5795
6370,US-2023-124485,24-11-2023,26-11-2023,FirstClass,NC-18340,NatCarroll,Consumer,UnitedStates,NewYorkCity,NewYork,10035,East,OFF-BI-10000822,OfficeSupplies,Binders,"AccoPRESSTEXDataBinderwithStorageHooks,LightBlue,91/2""X11""",17.216,4,0.2,6.0256
6371,US-2023-163573,24-11-2023,27-11-2023,FirstClass,AC-10450,AmyCox,Consumer,UnitedStates,Seattle,Washington,98105,West,OFF-BI-10004632,OfficeSupplies,Binders,IbicoHi-TechManualBindingSystem,1219.96,5,0.2,381.2375
6372,US-2023-125661,24-11-2023,26-11-2023,FirstClass,CA-12055,CathyArmstrong,HomeOffice,UnitedStates,Cleveland,Ohio,44105,East,OFF-EN-10001532,OfficeSupplies,Envelopes,BrownKraftRecycledEnvelopes,40.752,3,0.2,15.282
6373,US-2023-105284,24-11-2023,01-12-2023,StandardClass,MG-17650,MatthewGrinstein,HomeOffice,UnitedStates,Philadelphia,Pennsylvania,19143,East,OFF-FA-10001754,OfficeSupplies,Fasteners,StockwellGoldPaperClips,4.416,3,0.2,1.6008
6374,US-2023-128531,24-11-2023,26-11-2023,SecondClass,NS-18505,NeolaSchneider,Consumer,UnitedStates,Dallas,Texas,75217,Central,OFF-FA-10002676,OfficeSupplies,Fasteners,ColoredPushPins,4.344,3,0.2,0.8688
